tender_id,title,predicted_category,category_confidence,sample_group,human_verdict,actual_category,notes
2026_NMPT_903606_1,"[Supply, Installation, Testing and Commissioning of Speed Detection System using ANPR cameras and speed sensors including allied works at Wharf area, NMPA] [NMPA/Mech/EE(E)I/2026/1766]",Services,0.8655924201011658,proportional_100,,,
2026_mptgo_906567_1,"[Licensing of sports academy, football ground and parking at Baina, for a period of 30 years by following e-tender cum e-auction process] [CE/07R1/2026]",Services,0.5077946782112122,proportional_100,,,
2026_MoRTH_903713_1,[Consultancy services for preparation of DPR for Construction of 4 lane Rishikesh Bypass PKG2 from Design Chainage 542.420 Near Kharasrote Bridge to Design Chainage 548.820 Near Brahmpuri in the State of Uttarakhand Inchuding 02 Tunnels ] [RO/UR/AP/2024-25/Rishikesh Bypass-II ],Services,0.7214192748069763,proportional_100,,,
2026_NITA_905545_1,[Supply of Laboratory and Scientific Equipment] [F.NITA20(454-ECE)/ 2022-23/ Nanolab/Chemical Setup],Services,0.3713622689247131,proportional_100,,,
2026_TMC_906997_1,[Supply of Real Time PCR on Reagent Rental Basis] [HBCH/MPMMCC/RC/ST/29/KH],Services,0.8364965915679932,proportional_100,,,
2026_PGIME_906298_1,[CMC of Carrier make 11 TR Ductable Package and allied equipment installed at Examination Cell at Karion Block PGIMER Chandigarh] [ PGI/Engg./AE/RAC-II/2026/07],Services,0.6511264443397522,proportional_100,,,
2026_DOP_907760_1,"[Providing Computer supply and Networking at proposed Recruitment section, First floor, East wing, Heritage building, GPO, Mumbai.] [05/AEE/PESD-I/MBI/2026-27/60]",Services,0.971627950668335,proportional_100,,,
2026_TMC_905271_1,[SITC of CCTV at MPMMCC and HBCH] [MPMMCC/CCTV/2026-27/eNIT/01],Services,0.938162624835968,proportional_100,,,
2026_NITC_906158_1,[Electrical Wiring and Fixture Installation at CCD Office] [Engg/EMU/TA4/006/CCD Office Electrical Works],Services,0.57244873046875,proportional_100,,,
2026_NHIDC_901170_1,[NHIDCL/HQ/AN /AE/2026] [NHIDCL/HQ/AN /AE/2026],Services,0.3529470264911651,proportional_100,,,
2026_ALHW_906584_1,[ Routine maintenance of RCC Jetty and Vehicle Ferry Jetty at Long Island for the year 2025-26.] [EEC/RGT/RE-TEND-25/2025-26],Services,0.7072445154190063,proportional_100,,,
2026_BSF_906939_1,"[Servicing, Periodical preventive maintenance and repairing of ACs installed at various govt. buildings at Ftr HQ (Spl Ops) BSF Campus at Bangalore] [01/NIQ/FtrOD/2026-27]",Services,0.8946478962898254,proportional_100,,,
2026_DOP_907672_1,[ Maintenance of Hubballi HO Accounts Branch Under Dharwad Division] [NIT No.03/EE/PCD/DWD/2026-27],Services,0.734906017780304,proportional_100,,,
2025_AIMSD_874425_2,[Full Endoscopic Lumbar Interlaminar Transforaminal and Extraforaminal Decompression IT and ED set 01No.] [50/CNC/ NS/ 2025-26/ St.],Services,0.8095166087150574,proportional_100,,,
2026_DDA_907433_1,[M/o Various colonies under south zone.] [07/EE/SPD-1/DDA/2026-27],Services,0.4957472085952759,proportional_100,,,
2026_ISMD_904927_1,"[Supply and Installation of spares for existing high pressure syringe pump (Teledyne ISCO, 500D)] [PE-INS-CPPP-280-25-26]",Services,0.6989911198616028,proportional_100,,,
2026_MoRTH_902622_1,[Consultancy Services for preparation of Detailed Project Report (DPR) for capacity augmentation of various selected stretches of NH-181 and NH-381 in the State of Tamil Nadu.] [ROChennaiMRTH12014NHDPR0162026],Services,0.9427334070205688,proportional_100,,,
2026_NITA_905584_1,[Supply of Laboratory and Scientific Equipment] [F.NITA20(454-ECE)/2022-23 /Nanolab/Chemical Setup],Services,0.3713622689247131,proportional_100,,,
2026_NHPC_905822_1,"[Repair and maintenance of water storage tank roof cover and tiling in water tank of Upper Samleu, CPS-1.] [NH/CPS-1/PnC/W-1618/2026-27/ 09 Dated 18/04/2026]",Services,0.8736463785171509,proportional_100,,,
2026_BRB_907289_1,"[Supply, Installation and Commissioning of 180 kVA Diesel Generator Set with Buyback of Existing Old Generator Set. for Rajghat dam] [01/2026-27/EE, Rajghat Power House (C) and Store Division Rajghat]",Services,0.476688802242279,proportional_100,,,
2026_AIIMO_907352_1,[Supply Installation Testing and Commissioning of 12Volt 2.5 AH 12 Volt 18 AH battery in Various Lifts at AlIMS Bhubaneswar] [AIIMS/BBSR/ENGG/NIQ/08/2026],Services,0.6378514766693115,proportional_100,,,
2026_IGCAR_906441_1,[Maintenance and improvement of landscape inside FBTR Complex at IGCAR during the year of 2026-2027.] [CEG/IGC/2185/2026],Services,0.5579893589019775,proportional_100,,,
2026_MoRTH_894399_1,[Consultancy Services for Pre-Construction Activities and Preparation of Detailed Project Report for development of 2 Lane Alternate Route to Bypass Dabarkot Landslide Zone (from Km 75.950 to Km 80.750) on NH-134 in the State of Uttarakhand ] [RO/UK/DPR/Ojaree/2025 ],Services,0.9048432111740112,proportional_100,,,
2026_IITGN_906182_1,[Procurement of Head and Torso Simulator with CCP Power Module] [IITGN/SPON/EE/EQP/2026-27/012G],Services,0.5191451907157898,proportional_100,,,
2026_DDA_907547_1,"[M/o Transport Centre, Rohtak Road, Punjabi Bagh] [03/EE/NMD-3/DDA/2026-27]",Services,0.7393946647644043,proportional_100,,,
2026_AIIMB_905981_1,[Tender for Rate Contract of rapid diagnostic test (RDTs) kit for Virology and Serology tests in the department of microbiology] [AIIMS/BTI/Tender/144],Goods,0.5076608657836914,proportional_100,,,
2026_ITBP_897802_1,[Bomb 51MM Smoke] [IV-17013/111/2025/Bomb 51mm smoke /Pc-4/1838],Goods,0.4422371387481689,proportional_100,,,
2026_NITJ_905166_1,[Purchase of Contact Angle Goniometer] [NITJ/PUR/BT/272/2025/e-tender NO. 8/2026],Goods,0.7085830569267273,proportional_100,,,
2026_TMC_905340_1,[TMC/RC/R-I/2026] [TMC/RC/R-I/2026],Goods,0.3821759819984436,proportional_100,,,
2026_EIL_906993_1,[SUPPLY OF SILVER PLATE MEMENTO FOR LSA ] [DC/8589-000-SE-T-5035/91],Goods,0.5582152605056763,proportional_100,,,
2026_ITBP_898304_1,[Bomb 51MM Green] [IV-17013/114/2025/Bomb 51MM Green/Pc-4],Goods,0.5717372894287109,proportional_100,,,
2026_NRB_906933_1,[NRB/FF/GEN/7/OFS/2025-26/87] [NRB/FF/GEN/07/OFS/2025-26/87],Goods,0.4236500263214111,proportional_100,,,
2026_RMLH_906115_1,[Accessories for Electro Cautery Machine Model Shelarak 400] [11012/189/2022-Proc.Section],Goods,0.4882124960422516,proportional_100,,,
2026_DREV_907683_1,[TENDER FOR SUPPLY OF GLACIAL ACETIC ACID TO GOAW NEEMUCH] [GOAW/PUR/002/2026-27],Goods,0.7565715312957764,goods_oversample,,,
2025_AIMSM_890746_3,[Supply of High-Flow Nasal Oxygen Units with Accessories for the Department of Pediatric and Neonatology] [AIIMSMG/2025-26/STE/High Flow Nasal Oxygen Units with Accessories],Goods,0.8484833836555481,goods_oversample,,,
2026_DGHS_904967_1,[13(F-34)/PS/Tender/2025-26] [13(F-34)/PS/Tender/2025-26],Goods,0.4571754038333893,goods_oversample,,,
2026_RMLH_906604_1,[Accessories for ICU Ventilator Model V 8800 Make Oricare Inc. USA] [11011/22/2026-Proc.Section],Goods,0.7779455184936523,goods_oversample,,,
2026_ESIC_902296_1,[E-TENDER ENQUIRY FOR RATE CONTRACT No. 175 FOR SUPPLY OF DRUGS/MEDICINES] [U-25/12/170-174/2025-Medical.V (E-1234667)/175],Goods,0.4631668627262115,goods_oversample,,,
2026_RMLH_906460_1,[Glycerine 100ml and lpratropium neb.Sol.] [11011(11)/22/2026-Proc.Section],Goods,0.5839007496833801,goods_oversample,,,
2026_IIMM_907237_1,[Equipments for fitness Centre] [IIMM/Equipment/Fitness/2026],Goods,0.5690749287605286,goods_oversample,,,
2026_AIMSD_905799_1,[Purchase of Inj. Anakinra 100mg] [04/H/Inj. Anakinra 100mg/2026-27],Goods,0.7360771298408508,goods_oversample,,,
2026_NIT_906221_1,"[Rate Contract for the procurement of Chemicals, Glassware, Plasticware and other Laboratory Consumables] [NITD/03/Stores/728/2026-27]",Goods,0.9602483510971068,goods_oversample,,,
2026_NRB_906933_1,[NRB/FF/GEN/7/OFS/2025-26/87] [NRB/FF/GEN/07/OFS/2025-26/87],Goods,0.4236500263214111,goods_oversample,,,
2026_ESIC_902248_1,[E-TENDER ENQUIRY FOR RATE CONTRACT No. 171 FOR SUPPLY OF DRUGS/MEDICINES] [U-25/12/170-174/2025-Medical.V (E-1234667)/171],Goods,0.4575202465057373,goods_oversample,,,
2026_SAI_907192_1,[SUPPLY OF MESS ITEMS TOSAI STC IMPHAL] [SAI/STC/Imp/Acct/16/2026-27],Goods,0.4085609018802643,goods_oversample,,,
2026_AIMSM_905072_1,[Supply of Inline Filter Bags for Blood Bank on Rate Contract Basis for a period of One (01) year] [AIIMSMG/Proc/2026-27/RC/Inline Filter Bags],Goods,0.6979079246520996,goods_oversample,,,
2026_AIMSD_904725_1,"[Purchase of Rota-Rod Apparatus for Animals Behavior Monitoring, tracking and Analysis System - 01 No.] [XX-03/SO(DO/Physio./2026-27/ME]",Goods,0.4290677309036255,goods_oversample,,,
2026_RCFL_906641_1,[SUPPLY OF HIGH GRADE ROCK PHOSPHATE AND/OR MAP/DAP AND/OR MOP IN BULK] [DC/MR-21856],Goods,0.5955072641372681,goods_oversample,,,
2026_NITT_906108_1,"[Tender for Juice Shop at NIT Trichy] [DEAN (ID,AR)/Tender for Juice Shop/2026/01]",Goods,0.5268595814704895,goods_oversample,,,
2026_IIMM_907237_1,[Equipments for fitness Centre] [IIMM/Equipment/Fitness/2026],Goods,0.5690749287605286,goods_oversample,,,
2026_ARMHA_906145_1,[VIII.11014/9310/AMC-COB/Fuel Cell/Engr/2026] [VIII.11014/9310/AMC-COB/Fuel Cell/Engr/2026],Goods,0.4748265147209167,goods_oversample,,,
2026_IITR_906223_1,[Laptop] [2026270023/MM-6/EE/27],Goods,0.7201914191246033,goods_oversample,,,
2026_MFL_904715_1,[PROCUREMENT OF GAS ACETYLENE - 500 Nos] [EPRO/MM/GAS ACETYLENE/060526/008 DATED. 07.04.2026],Goods,0.5536654591560364,goods_oversample,,,
2026_ITBP_897802_1,[Bomb 51MM Smoke] [IV-17013/111/2025/Bomb 51mm smoke /Pc-4/1838],Goods,0.4422371387481689,goods_oversample,,,
2026_IITH_906845_1,[Supermarket and Grocery Stores at IIT Hyderabad] [IITH/MS/103/Tender/SM/2026],Goods,0.9134950041770936,goods_oversample,,,
2026_DGHS_904225_4,[Tender Enquiry for 280 Group-A Generic Drugs] [GMSDK/02/PS/01/Tender-01/Grp-A Generic Drugs/2026-27],Goods,0.3597597479820251,goods_oversample,,,
2026_AIMSM_905980_1,[Supply of Deep Brain Transcranial Stimulator System for the department of Psychiatry] [AIIMSMG/Proc/2026-27/GTE/Deep Brain Transcranial Stimulator System],Goods,0.6983522772789001,goods_oversample,,,
2026_AIMSM_903717_2,[Supply of Specimen Collection Consumables on Rate Contract Basis For a period of Two (02) years for AIIMS Mangalagiri] [AIIMSMG/Proc/2025-26/RC/ Specimen Collection Consumables],Goods,0.4879138469696045,goods_oversample,,,
